iter	RMSE
881	3974.708107
882	3973.434927
883	3973.314379
884	3973.100009
885	3973.02064
886	3972.973308
887	3972.884904
888	3972.391299
889	3970.675131
890	3969.877156
891	3969.813032
892	3968.064395
893	3967.577186
894	3967.515798
895	3967.464058
896	3967.454168
897	3967.11404
898	3966.421996
899	3965.619545
900	3964.219845
901	3963.460412
902	3962.733194
903	3962.614856
904	3962.577181
905	3962.576819
906	3962.219969
907	3961.875285
908	3961.011512
909	3960.717465
910	3960.663341
911	3960.074569
912	3959.024398
913	3958.30386
914	3956.316353
915	3955.423422
916	3951.360469
917	3950.266433
918	3950.02937
919	3949.058196
920	3949.023299
921	3948.292816
922	3948.285424
923	3948.220948
924	3947.122405
925	3946.881395
926	3945.400945
927	3945.34467
928	3944.480796
929	3944.445494
930	3944.192674
931	3944.192068
932	3944.190005
933	3944.105081
934	3944.104717
935	3943.739401
936	3943.73928
937	3943.708097
938	3943.700453
939	3943.700089
940	3943.083422
941	3943.071286
942	3943.039856
943	3943.039734
944	3943.031118
945	3943.030512
946	3943.030269
947	3943.030269
948	3943.029905
949	3943.029662
950	3943.029662
951	3943.001022
952	3940.096888
953	3940.07017
954	3938.202742
955	3938.171516
956	3938.171394
957	3938.171151
958	3938.170908
959	3938.143569
960	3934.780086
961	3934.56994
962	3934.564224
963	3934.558751
964	3934.547198
965	3934.47143
966	3934.471187
967	3934.39785
968	3934.397485
969	3934.372553
970	3934.359296
971	3933.488143
972	3933.4879
973	3933.483764
974	3933.248731
975	3933.248609
976	3933.248487
977	3933.238147
978	3933.146051
979	3932.733726
980	3932.720342
981	3932.72022
982	3932.68749
983	3932.30931
984	3932.30931
985	3932.30931
986	3932.309066
987	3932.233499
988	3931.585824
989	3931.569028
990	3931.559169
991	3931.555396
992	3931.55211
993	3931.535193
994	3928.651205
995	3928.630377
996	3928.612351
997	3928.594447
998	3928.580074
999	3928.108554
